Code_commune;type_maison;type_appartement;type_autres
47078;619;142;3
47075;462;6;1
47076;139;2;2
47073;110;;3
47074;198;3;1
35082;600;21;
35081;333;37;
35080;847;112;4
35089;221;5;
35088;1119;243;4
35087;383;6;5
35086;266;;
35085;2405;550;4
35084;337;4;1
23093;939;50;4
47060;521;40;6
47061;327;6;
23095;775;40;1
23096;1454;1847;39
23097;224;5;
23098;89;2;
23099;280;3;11
47068;552;36;4
47069;1307;153;7
47066;401;8;12
50601;1916;295;8
47067;194;6;
47064;143;2;2
50603;468;8;3
23090;386;25;11
47065;1243;183;17
23091;169;;
47062;228;;1
23092;396;14;1
47063;98;2;
50604;383;7;
35071;210;3;
50607;206;2;1
35070;526;211;56
50606;281;12;1
50609;77;2;1
47059;130;1;1
35079;806;154;3
35078;823;20;14
35077;161;7;1
35076;1266;524;6
35075;399;5;8
35072;744;40;1
47050;81;;1
47057;726;140;10
50610;100;;
47058;122;;
47055;292;64;3
50612;457;6;5
47056;419;7;2
47053;177;3;2
47054;776;143;4
50613;249;;3
47051;1012;108;2
50616;952;29;4
47052;2249;818;5
50615;2514;1196;6
11093;51;1;
35060;363;15;
50618;135;;
11092;93;6;
50617;197;2;3
11095;169;6;
11094;23;1;1
50619;218;1;4
11096;158;2;
11099;1101;88;23
47048;689;88;1
11098;463;24;2
47049;1039;189;11
23079;814;395;3
35068;2148;859;6
35067;594;25;2
62600;71;;6
35066;2044;2062;17
62601;84;2;
35065;776;202;
62602;117;3;
35064;707;1;8
62603;459;8;1
35063;192;;
62604;2665;2534;4
11091;600;156;6
35062;625;6;3
62605;15;;
11090;298;8;1
35061;280;7;2
62606;541;2;
23071;218;8;
23072;224;4;
23073;363;1;1
23074;188;;1
23075;596;174;13
23076;847;233;2
23077;400;42;12
23078;132;3;
35069;3361;907;5
47046;287;5;4
50621;39;;
47047;92;;1
47044;192;7;4
47045;235;2;
47042;98;;4
47043;626;66;2
50624;205;7;3
47040;880;30;6
23070;491;9;2
47041;360;9;2
50626;242;2;
50629;379;3;5
50628;81;1;1
47039;35;;
47037;161;7;1
47038;303;6;3
35057;597;59;4
62610;246;92;4
35056;343;2;5
62611;213;4;
35055;956;1720;16
62612;242;9;
35054;689;25;1
62613;370;32;2
62614;234;;2
35052;200;8;
62615;101;1;
35051;1275;2185;161
62616;82;2;1
35050;245;6;
62617;1631;569;3
23082;194;4;
62607;40;;
23083;179;4;1
62608;85;;
23084;134;2;4
62609;656;34;23
23086;215;;1
23087;590;8;4
23088;88;2;
35059;1350;641;18
23089;473;41;1
35058;486;14;7
47035;154;3;
47036;201;3;1
47033;187;2;3
50634;47;;
47034;294;17;
50633;89;;
47031;2310;231;63
47032;2726;368;7
23080;90;4;
23081;326;8;1
47030;142;2;4
50637;181;2;
11071;184;6;
11070;183;15;
50639;1756;687;16
11073;45;2;
11072;112;4;
11075;154;3;8
47028;380;1;
11074;134;;1
47029;361;8;4
11077;293;13;1
47026;141;2;
11076;1367;1063;66
47027;1445;31;4
62620;630;5;2
23057;369;46;2
35046;270;9;2
62621;700;1;24
23058;78;;
35045;490;3;2
62622;95;1;
23059;73;1;
35044;184;7;1
62623;246;21;1
62624;1861;737;2
35042;299;2;3
62625;28;;
35041;374;14;8
62626;851;92;2
35040;1266;322;7
62627;297;5;1
62628;2733;424;1
62618;475;5;1
23050;121;1;2
62619;59;;
23051;78;;1
23052;224;2;
23053;136;7;
23054;183;1;
35049;3502;1017;24
23055;34;;
50641;261;2;2
23056;422;19;2
35047;1318;2398;97
11079;141;5;
47024;743;13;
50643;370;6;3
11078;130;10;3
47025;365;21;2
47022;255;14;2
47023;191;3;5
47020;121;1;
50647;591;7;2
47021;839;340;3
50648;513;5;2
11082;10;;
11081;1051;63;2
11084;465;5;1
47019;430;7;3
11083;47;4;3
11086;446;30;1
47017;197;1;1
11085;441;17;2
47018;113;1;
11088;787;21;11
47015;935;117;4
62630;118;1;
11087;52;3;1
47016;499;1;1
62631;178;;1
23068;428;26;1
35035;261;;
62632;148;5;
23069;297;84;2
35034;678;;8
62633;121;;
35033;1214;155;3
62634;480;2;
35032;1311;378;3
62635;114;;1
35031;1706;179;5
62636;118;3;
35030;300;13;1
62637;3688;654;55
11080;128;4;1
62638;527;9;1
62639;172;8;
23060;127;5;1
62629;81;;
23061;446;46;66
23062;479;13;
23063;150;1;
23064;566;8;2
35039;637;159;3
23065;222;4;5
35038;273;15;
23066;181;1;1
35037;2078;533;12
23067;383;153;7
47013;173;2;6
11089;262;8;
47014;101;1;
47011;117;1;3
47012;166;;
47010;114;3;1
59192;341;4;
60181;393;27;1
59191;291;1;5
60180;204;17;
59194;558;26;1
84150;981;117;4
59193;1235;121;1
59190;428;;
72169;594;7;10
72167;270;4;
59199;300;3;
72168;1033;116;1
72165;865;;2
72166;147;1;1
59196;510;56;
72163;220;2;
59195;245;;
72164;39;;
59198;164;187;
72161;557;9;2
59197;835;28;6
11219;78;;3
11218;39;1;1
72160;325;6;
11211;266;2;
60189;414;13;4
11210;586;18;2
60188;778;177;1
11213;82;1;
60187;446;8;5
11212;321;21;2
60186;100;;
11215;406;11;
60185;380;22;
11214;211;10;
60184;106;;
84151;135;2;2
11217;622;49;1
60183;119;;
11216;208;18;3
60182;76;;
23208;239;1;
60192;88;5;1
23209;149;3;
60191;274;10;1
60190;131;1;
11220;399;20;1
23200;185;2;
72178;104;1;2
23201;130;1;
72179;962;103;3
23202;213;4;1
72176;2163;229;36
23203;143;6;
72177;167;3;1
23204;123;3;
72174;61;;
23205;175;2;
72175;855;63;15
23206;327;13;2
72172;641;20;25
23207;123;3;
72173;602;5;3
72170;109;;
11229;56;;1
72171;73;2;
84149;723;84;
84148;743;112;9
11222;191;11;
84145;530;30;9
11221;242;1;1
60199;109;;1
84144;543;93;50
11224;42;9;
60198;161;22;2
84147;1355;215;32
11223;15;;2
60197;341;13;5
84146;349;23;1
11226;44;;2
60196;393;7;1
84141;1421;595;4
11225;418;20;1
60195;257;6;
84140;384;58;
11228;104;3;
60194;126;1;
84143;580;174;22
11227;32;1;
60193;101;1;
84142;1267;170;20
72189;1044;79;13
72187;765;19;74
72188;80;;
72185;310;;2
72186;405;9;
72183;605;8;8
72184;174;1;
72181;12062;20371;485
72182;804;35;27
72180;2224;825;58
72198;1028;102;1
72199;146;;2
72196;360;1;7
72197;284;;3
72194;115;1;2
72195;829;13;15
11208;50;2;
72192;61;;
11207;154;4;
72193;275;2;
72190;146;2;1
11209;132;5;4
72191;1543;102;8
11200;156;4;
11202;8882;7508;65
11201;382;11;3
11204;29;;1
11203;1516;553;7
11206;1575;738;6
11205;92;2;
11170;5946;6907;488
11172;544;42;13
47129;125;6;1
11174;57;;
47127;375;46;
62760;139;5;3
11173;75;4;
47128;449;85;4
62761;83;;
11176;42;1;4
47125;184;4;1
62762;62;;
11175;251;8;1
47126;46;1;1
62763;418;5;
23156;106;2;
35145;917;27;22
59112;1687;318;11
62764;1275;945;4
23157;83;1;1
35144;389;25;1
59111;158;3;3
62765;1271;2045;20
23158;125;2;
35143;390;3;
59114;659;14;4
62766;422;6;1
23159;125;1;1
35142;559;15;1
59113;527;14;
62767;1750;915;7
35141;248;;1
62768;56;1;
35140;280;1;1
62769;302;2;2
59110;543;13;5
60109;105;;
59119;235;2;3
60108;138;;
23150;110;2;
60107;1173;213;4
23151;365;5;2
60106;898;105;30
23152;56;;2
35149;685;6;2
59116;168;;
60105;169;;1
35148;67;;
59115;377;5;5
60104;1527;595;10
23154;497;7;
59118;1068;46;3
60103;1370;427;70
23155;238;26;
35146;236;13;1
59117;456;3;14
60102;706;122;1
11178;610;24;
47123;293;18;
60101;235;24;1
11177;62;6;
47124;116;5;1
60100;50;2;
47121;174;;
11179;90;1;
47122;88;4;
47120;55;1;1
11181;237;14;1
11180;77;3;
11183;172;6;
47118;78;;
11182;195;8;3
47119;412;16;5
62770;1122;191;1
11185;388;58;
62771;3509;689;26
11184;80;;
47117;433;10;
62772;366;;12
11187;92;;
47114;173;3;1
62773;1641;97;12
11186;46;3;
47115;125;9;
62774;2048;367;18
23167;303;4;2
35134;120;3;
59123;662;42;
62775;124;;1
23168;554;16;7
35133;1790;128;11
59122;3566;3416;119
62776;82;3;
23169;311;5;4
35132;797;14;5
59125;174;1;
62777;79;1;
35131;1296;795;14
59124;856;32;4
62778;35;;
35130;879;150;4
62779;84;1;
59121;257;3;
59120;749;27;25
23160;191;5;
60119;677;164;5
60118;214;8;
23162;301;9;1
35139;1824;391;14
60117;115;1;1
35138;441;12;1
59127;71;;
60116;1156;136;52
23164;423;2;
35137;823;26;
59126;635;55;
60115;371;20;1
23165;661;32;1
35136;2707;994;10
59129;832;43;1
60114;67;;
23166;128;3;
35135;849;85;5
59128;645;629;5
60113;78;1;1
11189;125;2;
47112;228;6;1
60112;144;;
11188;1134;124;6
47113;73;;2
60111;69;5;
47110;805;46;1
60110;104;2;
47111;296;16;3
47109;200;30;3
72109;279;3;
11150;283;8;2
47107;168;11;
62780;163;4;
72107;177;;
47108;126;3;
62781;196;;9
11152;115;13;1
47105;156;1;1
62782;176;4;2
72105;239;;
11151;250;15;
47106;2350;614;61
62783;157;1;7
72106;340;1;
11154;45;1;
47103;135;1;
62784;312;30;
72103;437;3;2
11153;140;2;
47104;136;3;
62785;355;31;
72104;289;5;2
23134;174;1;
35123;1621;235;5
59134;554;10;2
62786;135;;
72101;347;2;1
35122;788;78;4
59133;395;19;1
62787;129;1;
72102;56;;
23136;201;4;
35121;778;51;1
59136;2606;772;7
62788;293;3;
23137;422;13;1
35120;1771;602;7
59135;918;187;3
62789;102;;
72100;196;3;
23138;154;6;1
59130;478;15;7
23139;435;7;
59132;430;24;3
59131;2500;943;4
60129;616;20;16
35128;692;74;6
60128;109;;2
23130;445;1;
35127;1634;131;2
59138;301;5;
60127;168;5;
23131;552;21;
35126;3066;748;24
59137;377;5;
60126;217;1;1
23132;252;6;
35125;1706;566;4
60125;320;28;
23133;259;8;1
35124;1113;87;3
59139;1969;842;8
60124;142;1;1
11156;89;4;1
47101;610;31;2
60123;199;2;2
11155;55;3;1
47102;332;51;
60122;248;1;
11158;158;;
60121;66;;
11157;217;2;1
47100;2081;417;7
60120;464;9;
11159;97;4;3
62790;77;;
11161;76;5;
62791;27;;
72118;790;52;15
11160;26;5;1
62792;509;;96
72119;470;2;1
11163;61;7;
62793;425;6;
11162;29;4;3
62794;259;;
11165;203;13;
62795;52;;
72114;135;3;
11164;721;63;6
62796;254;;
72115;516;4;7
23145;183;10;
35112;422;;1
59145;309;;2
62797;109;;
72112;247;2;
23146;220;2;
35111;372;10;
59144;351;6;
62798;105;;
72113;303;3;
23147;108;;
35110;437;10;1
59147;27;;
62799;383;5;
72110;413;3;1
23148;210;2;4
59146;1183;63;1
72111;208;;
23149;502;10;1
59141;240;15;1
59140;201;;
59143;2924;485;2
59142;291;;
35119;380;9;3
35118;598;9;1
23140;306;19;
35117;792;100;7
60139;2734;1845;28
23141;536;5;
35116;1146;40;
59149;509;13;2
60138;373;78;5
23142;253;4;1
35115;1890;2675;136
59148;152;2;1
60137;110;;
23143;274;8;
35114;142;3;1
60136;210;2;2
23144;234;15;3
60135;667;32;1
11167;57;3;1
60134;969;63;3
11166;39;4;
60133;239;6;
11169;65;5;
60132;87;;
11168;87;;1
60131;58;1;
60130;428;19;
59150;214;4;1
72129;318;2;1
11130;253;24;1
72127;775;7;4
72128;346;3;2
11132;846;89;3
72125;158;;1
11131;434;21;5
72126;167;1;1
23112;638;14;2
35101;502;8;2
59156;1064;158;4
72123;45;;
23113;294;3;
59155;2709;1171;75
72124;2014;363;34
23114;307;7;1
59158;1166;54;3
72121;204;1;
23115;256;4;2
59157;1075;93;4
72122;492;7;2
23116;475;15;6
59152;1516;523;2
23117;191;1;
59151;710;28;3
72120;100;;
23118;129;1;13
23119;37;1;
59153;3319;1206;41
35109;876;88;5
35108;422;18;2
84119;1813;439;23
35107;707;25;
35106;750;20;3
35105;688;14;1
60149;767;109;3
84116;420;76;1
35104;705;12;6
59159;230;;
60148;171;7;1
84115;286;14;
23110;59;;
35103;208;2;
60147;368;23;4
84118;2029;102;8
23111;155;3;4
35102;236;2;
60146;187;4;2
84117;211;21;2
11134;23;;
60145;237;;
84112;571;30;14
11133;34;2;
60144;79;4;
84111;174;23;1
11136;361;45;1
60143;996;428;45
84114;109;16;1
11135;68;;
60142;863;498;4
84113;425;41;2
11138;244;16;1
60141;366;2043;23
11137;108;8;1
60140;164;6;
84110;40;6;
11139;63;6;
59161;298;6;
59160;1713;236;6
11141;77;1;1
72138;1548;238;31
11140;720;41;4
72139;473;3;1
11143;129;11;1
72136;149;1;1
11142;120;4;13
72137;1079;24;5
23123;167;2;1
59167;89;1;
72134;329;11;
23124;422;21;
59166;552;17;1
72135;269;2;
23125;95;;1
59169;98;5;
72132;2807;2306;114
59168;1826;449;3
72133;593;1;
23127;225;;1
59163;1815;2339;23
72130;292;2;
23128;95;1;1
59162;243;21;7
72131;308;4;1
23129;52;2;
59165;2372;459;10
59164;116;;
84109;107;4;1
84108;938;148;7
84105;701;27;5
23120;163;1;1
60159;1497;6792;158
84104;731;141;5
60158;118;1;
84107;398;38;1
23122;63;1;
60157;845;1215;24
84106;1083;356;4
11145;5916;3966;28
60156;796;150;3
84101;277;10;22
11144;693;400;5
60155;1184;403;78
84100;74;6;3
11147;19;2;1
60154;693;65;3
84103;411;91;3
11146;160;2;1
60153;51;2;1
84102;1003;102;10
11149;40;;
60152;91;16;
11148;314;22;
60151;1258;288;4
60150;405;72;56
59170;1831;346;2
59172;2562;814;59
59171;14;;
72149;294;7;
11110;92;5;2
72147;450;1;8
72148;42;;
59178;3438;5042;182
72145;201;;2
59177;396;33;
72146;1197;6;1
72143;886;96;2
59179;1300;432;3
72144;326;;1
59174;140;;2
72141;450;5;
59173;648;83;2
72142;89;;
59176;137;;
59175;144;1;1
11119;166;6;
84138;3593;1428;16
84137;2616;1365;77
60169;349;15;1
60168;92;5;
84139;244;131;3
11112;76;4;2
60167;208;32;1
84134;299;28;
11111;391;16;2
60166;433;68;
84133;1663;489;12
11114;16;2;3
60165;202;;
84136;562;115;3
11113;129;9;2
60164;320;75;17
84135;793;19;10
11116;1862;341;9
60163;176;1;2
84130;95;7;2
11115;488;43;1
60162;135;6;
11118;56;1;1
60161;39;;
84132;3285;922;45
11117;119;3;
60160;291;5;1
84131;892;76;3
23109;170;4;
59181;264;5;
60170;272;25;1
59180;550;17;
59183;6855;11104;408
59182;102;;
11121;79;5;
72158;443;22;5
11120;251;4;
23101;336;2;
59189;473;19;
72156;455;8;1
23102;287;11;2
59188;58;2;
72157;315;3;1
23103;326;2;
72154;2045;997;36
23104;172;10;2
72155;954;30;5
23105;432;124;2
59185;728;81;
72152;228;;
23106;233;14;1
59184;256;18;1
72153;371;10;
23107;190;2;
59187;121;;
72150;505;1;1
23108;103;;
59186;46;3;
72151;542;41;
84127;1243;103;5
84126;514;60;2
84129;1940;1336;94
23100;259;27;2
60179;61;;
84128;25;21;4
11123;143;3;1
60178;1210;395;23
84123;942;182;11
11122;424;12;
60177;183;5;
84122;2238;520;22
11125;189;5;1
60176;1203;1398;10
84125;72;12;3
11124;417;51;3
60175;700;4520;381
84124;548;201;9
11127;196;9;
60174;87;;
11126;275;23;1
60173;219;181;3
11129;1129;207;7
60172;1174;778;28
84121;110;40;
11128;129;4;
60171;83;;
84120;112;13;2
47192;51;;3
47193;105;3;
47190;316;19;8
47191;334;2;2
47198;180;5;
47199;195;1;
47196;132;;1
47197;119;1;
47194;175;1;4
47195;3162;932;12
62700;99;;
62701;189;2;1
62702;155;;37
62703;149;;
62704;284;1;1
62705;836;15;2
47181;192;5;
47182;139;7;
47180;286;21;
47189;78;;
47187;165;6;
47188;176;3;
47185;1461;52;3
47186;360;25;5
47183;138;12;2
47184;155;3;2
35192;110;4;
35191;1142;12;7
35190;164;5;1
35199;128;1;
62710;82;;1
35198;303;9;1
62711;1238;65;4
35197;585;13;1
62712;533;1;1
35196;2100;1426;10
62713;567;16;
35195;959;103;2
62714;348;8;
35194;401;10;3
62715;135;;1
35193;741;24;1
62716;206;;1
47170;398;6;8
62706;1084;42;6
47171;210;13;3
62708;16;;
62709;114;4;
47178;206;4;2
47179;937;293;1
47176;102;2;
47177;114;4;
47174;480;6;8
47175;1513;145;11
47172;278;1;1
47173;466;59;39
35181;870;24;9
35180;324;4;
47169;539;26;3
35189;973;675;19
62720;23;;
35188;2102;901;76
62721;799;4;
35187;562;18;4
62722;52;;
35186;596;11;3
62723;115;4;2
35185;119;3;
62724;3310;420;8
35184;2114;499;11
62725;68;1;
35183;322;5;2
62726;95;;
62727;641;70;6
23192;1046;27;2
62717;234;7;1
23193;1271;44;3
47160;119;6;4
62718;589;11;
23194;90;1;
62719;147;1;1
23195;477;6;1
23196;173;5;
23197;313;2;1
23198;144;2;1
23199;298;1;1
47167;807;141;10
47168;1432;558;4
47165;615;37;39
47163;269;6;4
47164;95;;1
23190;166;5;1
47161;69;2;
23191;144;1;1
47162;111;1;
35170;282;6;
47158;70;;2
47159;660;107;2
62730;665;5;60
35178;684;20;2
62731;151;5;
35177;1556;527;6
62732;131;;1
35176;3394;288;79
62733;140;;1
35175;512;6;
62734;287;3;
35174;353;10;
62735;928;24;2
35173;2234;533;7
62736;1566;56;1
35172;854;33;3
62737;2383;337;3
35171;824;64;
62738;77;;
62728;293;4;1
62729;118;;1
35179;1844;181;4
47156;392;3;3
47157;2423;1516;77
47154;159;4;1
47155;299;1;1
47152;255;4;1
47150;164;12;1
47151;266;17;3
11192;342;54;3
11191;107;5;3
11194;96;17;2
11193;130;9;
11196;119;;3
11195;197;22;
11198;609;33;10
47147;397;26;39
62740;126;;
11197;266;3;
47148;111;2;1
62741;65;;1
23178;181;4;2
35167;1204;180;1
62742;139;1;
23179;204;2;1
35166;388;2;1
62743;188;;
35165;419;20;6
62744;1254;309;
35164;380;1;2
62745;95;;3
35163;835;14;26
62746;1744;482;2
35162;1641;191;1
62747;231;1;
11190;715;52;1
35161;741;42;1
62748;999;4;10
35160;149;8;3
62749;154;;
23170;127;1;
62739;137;13;
23171;140;1;2
23172;116;;3
23173;115;;1
23174;452;7;8
23175;106;1;
23176;2033;1257;17
35169;675;13;
23177;668;2;2
35168;1937;119;16
47145;1579;276;9
11199;646;29;5
47146;624;7;
47143;1197;99;20
47144;324;4;1
47141;176;8;2
47142;523;28;
47140;334;7;1
47138;815;65;22
47139;49;;
62750;346;6;
47136;85;;
62751;309;1;
47137;628;35;7
62752;553;20;2
23189;885;14;4
35156;247;8;2
59101;230;2;
62753;1775;1379;2
35155;293;33;2
59100;131;;1
62754;205;5;
35154;692;26;3
59103;220;11;
62755;1360;72;2
35153;169;2;
59102;187;;
62756;703;15;16
35152;2812;747;12
62757;2343;369;16
35151;387;2;4
62758;1278;854;12
35150;1461;21;1
62759;183;1;1
23181;161;4;2
59109;296;13;
23182;149;1;
59108;276;7;
23183;60;;
23184;89;4;
23185;239;3;
59105;625;16;1
23186;89;;2
35159;152;2;1
59104;1303;106;
23187;151;1;
59107;2212;2167;524
23188;181;1;3
35157;291;9;
59106;322;21;
47134;254;5;3
47135;235;18;
47132;136;5;2
47133;292;3;1
47130;179;;1
47131;303;2;1
23180;242;9;1
62900;257;1;
62901;380;;
62902;1396;89;2
62903;222;2;1
62904;253;2;3
62905;376;3;
62906;728;6;39
62907;3302;395;8
62908;691;46;
62909;192;;1
11330;229;23;
72289;874;35;2
72286;204;4;3
72287;848;6;16
72282;327;5;
72283;223;;3
35307;373;8;
72280;859;33;5
11339;344;5;4
35306;1004;52;5
72281;251;1;
35305;184;5;
35304;600;15;
35302;452;4;3
35300;590;16;4
11332;747;44;
11331;45;;
11334;64;;1
11333;60;1;1
11336;311;31;4
11335;88;9;2
11338;31;1;1
35309;363;2;1
11337;245;11;3
35308;2023;97;10
11341;100;6;2
11340;228;12;
72299;1028;20;15
72297;269;1;8
72298;288;5;
72295;239;4;
72296;409;4;
72293;258;;2
72294;384;8;3
72291;524;7;1
72292;129;1;3
72290;717;10;4
11343;42;6;
11342;141;;
11345;248;5;1
11344;407;34;5
11347;94;9;
11346;90;6;1
11348;58;;
11318;90;2;
11317;152;7;7
11319;60;2;2
11310;124;172;22
11312;59;2;
11311;211;18;1
11314;69;1;
11313;143;5;1
11316;203;9;2
11315;1040;86;24
11328;159;6;
11321;223;5;1
11320;279;4;
11323;179;10;1
11322;750;46;1
11325;202;15;1
11324;287;20;4
11327;229;15;
11326;92;6;6
11307;156;1;
11306;44;1;3
11309;59;3;1
11308;209;5;1
11301;678;26;5
11300;86;1;
11303;466;21;1
11302;278;14;3
11305;66;4;
11304;2030;664;4
11291;41;;
72208;203;17;15
11290;96;4;2
72209;178;4;4
11293;418;12;
11292;107;7;3
62880;90;;
11295;685;75;2
47248;243;8;1
62881;191;3;1
72204;293;2;
11294;28;2;2
47249;213;15;
62882;538;1;
72205;738;22;
11297;207;10;1
47246;691;2;2
62883;97;;
72202;127;;
11296;349;9;1
47247;148;;
35266;975;551;5
59233;167;4;
62885;100;;1
72200;1488;27;6
35265;1037;88;5
59232;172;2;2
62886;113;;
72201;138;4;
35264;723;38;
62887;116;;
35263;1614;60;54
59234;2048;371;10
62888;106;;
35262;143;2;1
62889;364;3;3
35261;105;1;
35260;252;6;
59231;464;15;
59230;1993;374;8
60229;97;3;1
60228;184;5;
60227;93;1;
59237;358;6;
60226;136;32;3
59236;131;1;
60225;339;10;1
35268;225;6;1
59239;2202;206;6
60224;62;;
59238;671;10;9
60223;1246;386;21
11299;313;20;8
47244;184;3;1
60222;220;11;2
47245;47;;
60221;318;13;
47242;346;11;
60220;204;1;2
47240;202;4;1
47241;419;2;8
72219;378;5;1
47239;389;12;4
62890;113;;
72217;1111;17;6
62891;71;1;
72218;167;3;3
47237;248;;2
62892;249;14;
72215;465;28;1
47238;710;11;2
62893;2816;1935;130
72216;254;;
47235;298;3;4
62894;1457;375;4
72213;2033;176;4
47236;58;;
62895;3263;501;58
72214;11;;
35255;559;42;10
59244;709;41;3
62896;328;16;1
72211;432;1;3
59243;530;;2
62897;219;;
72212;363;11;
35253;1235;240;9
59246;246;;1
62898;89;;
35252;383;10;1
62899;1072;443;6
72210;184;;2
35251;1267;420;2
59240;54;;
35250;672;327;2
59242;290;10;
59241;245;6;12
60239;224;9;1
60238;660;169;37
35259;550;36;21
60237;42;2;1
35258;139;;
59247;556;31;1
60236;86;;
35257;2036;274;5
60235;339;7;3
35256;2524;385;18
59249;1433;864;55
60234;857;250;6
47233;1378;277;3
60233;591;126;
47234;285;18;1
60232;196;6;
47231;90;4;
60231;179;12;
47232;310;3;1
60230;225;4;1
47230;216;9;1
11271;44;1;1
47228;353;3;4
72228;936;45;6
11270;175;3;5
47229;139;;
72229;239;3;
11273;461;17;6
47226;324;3;
72226;512;6;3
11272;981;38;
47227;91;2;1
72227;19;;
11275;110;8;5
47224;118;;3
72224;230;;1
11274;203;;
47225;917;14;41
72225;312;12;3
23255;97;1;
35244;138;12;
59255;222;1;134
72222;145;4;1
35243;958;19;2
59254;401;4;
72223;1252;159;31
23257;594;40;
35242;230;7;
59257;417;4;1
72220;485;9;2
23258;235;1;
35241;1315;187;5
59256;1310;145;3
72221;211;4;1
23259;62;;
35240;2000;1904;47
59251;143;6;3
59250;878;116;
59253;2807;373;43
59252;915;172;2
23250;254;2;
35249;580;19;4
60249;89;;
23251;120;;
35248;305;8;
59259;208;3;
60248;101;2;1
23252;162;7;
35247;640;68;2
59258;882;164;21
60247;51;;
23253;128;;3
35246;623;3;5
23254;305;1;
35245;1387;249;3
60245;918;237;18
11277;21;2;
47222;249;1;
60244;85;;
11276;455;26;1
47223;153;8;
60243;76;2;
11279;1011;105;
47220;136;5;1
60242;195;;1
11278;61;5;1
47221;402;1;1
60241;165;5;
60240;127;1;9
11280;588;39;1
47219;97;5;1
11282;42;2;
47217;464;40;11
59260;1671;74;279
72239;280;2;
11281;531;48;1
47218;141;;
11284;210;12;
47215;1698;48;3
72237;227;2;
11283;43;4;
47216;317;11;1
72238;40;;
11286;646;42;15
47213;506;49;4
72235;192;3;1
11285;704;73;1
47214;378;3;1
72236;92;3;
23266;138;1;
35233;692;29;3
59266;1589;157;1
72233;42;;
35232;217;;1
59265;959;31;34
72234;211;;
35231;456;50;3
59268;2164;335;10
72231;2094;142;8
35230;215;;
59267;138;5;1
72232;238;1;
59262;836;20;2
59261;764;74;
72230;428;2;
59264;334;6;
59263;474;;2
23260;161;6;
35239;1744;263;23
23261;168;36;4
35238;5106;45635;765
23262;107;4;
35237;546;14;4
60259;337;15;2
23263;246;8;
35236;2905;2320;21
59269;613;34;3
60258;68;1;
23264;52;5;
35235;514;12;2
60257;179;16;
23265;80;1;
35234;529;30;2
60256;530;6;1
11288;689;66;5
47211;185;6;
60255;173;3;
11287;58;5;1
47212;146;2;2
60254;245;7;1
60253;221;2;2
11289;524;18;
47210;817;116;2
60252;209;2;
60251;112;12;
60250;186;11;1
47208;113;1;
47209;1783;149;14
47206;292;2;6
59271;1555;1714;6
47207;120;;1
59270;203;2;1
11251;512;17;
47204;132;1;1
72248;433;14;2
11250;49;;
47205;129;2;1
72249;321;;2
11253;491;20;4
47202;188;8;
72246;120;1;
11252;166;7;1
47203;1210;177;9
72247;564;3;5
23233;111;1;
35222;1027;72;1
59277;166;6;7
72244;1239;147;29
23234;163;1;
35221;1262;15;4
59276;1876;117;54
72245;273;3;
23235;451;8;1
35220;1213;101;1
59279;2261;1076;49
23236;194;1;
59278;1591;136;5
72243;729;36;3
23237;41;1;
59273;1485;593;78
23238;272;5;2
59272;2133;327;1
72241;1315;126;1
23239;521;19;4
59275;489;49;1
59274;210;1;
35229;491;15;
35228;2810;997;69
35227;1093;249;1
35226;855;80;2
23230;143;1;
35225;387;38;
60269;153;8;
35224;1204;34;6
60268;156;;1
23232;238;8;
35223;1767;247;4
60267;69;;1
11255;593;60;5
47200;81;2;2
11254;1025;68;5
47201;3954;1123;76
60265;352;70;
11257;126;5;1
60264;204;;1
11256;374;6;3
60263;111;;
11259;478;52;1
60262;113;;
11258;950;26;3
60261;203;2;
60260;280;4;
59280;432;4;12
11260;84;15;2
59282;154;;2
59281;464;3;1
11262;5237;9539;145
72259;149;2;1
11261;408;16;4
11264;573;66;
72257;904;39;2
11263;214;13;7
23244;532;3;18
35211;959;8;4
59288;972;78;
72255;411;1;3
23245;1007;41;1
35210;1580;1036;9
59287;92;;
72256;382;2;2
23246;267;14;2
72253;1022;49;41
23247;883;134;2
59289;681;7;
72254;151;;
23248;239;1;1
59284;1490;113;11
72251;214;2;1
23249;226;1;2
59283;253;1;
72252;530;4;5
59286;1396;1297;26
59285;1218;22;
72250;117;;
35219;1756;152;5
35218;345;3;1
35217;625;55;1
35216;551;141;1
23240;284;2;1
35215;551;16;5
23241;197;5;1
35214;284;12;22
23242;172;;
60279;90;10;1
23243;121;4;
35212;531;18;2
60278;164;;
11266;4074;3646;26
60277;603;65;2
11265;86;1;
60276;76;;1
11268;59;2;
60275;103;1;
11267;630;65;5
60274;168;1;
60273;227;15;
11269;1287;132;6
60272;256;13;1
60271;77;3;1
60270;128;7;
23219;666;16;5
59291;1879;598;7
60280;60;;1
59290;155;14;1
59293;600;20;6
59292;1282;16;
11231;52;2;
72268;283;26;1
11230;44;1;
72269;1455;364;43
23211;260;4;3
35200;349;6;1
59299;2230;485;172
72266;377;3;6
23212;138;3;
72267;450;5;2
23213;154;1;1
72264;1391;1147;61
23214;203;1;5
72265;155;1;
23215;111;4;2
59295;2789;1211;5
72262;1324;26;32
23216;192;3;
59294;131;;1
23217;315;6;3
59297;795;6;
72260;1272;117;2
23218;127;2;
59296;148;;
72261;167;2;1
35208;1539;537;3
