Code_commune;surf_moins_30;surf_30_40;surf_40_60;surf_60_80;surf_80_100;surf_100_120;surf_plus_120;surf_hors_res_principale;surf_hors_log_ordinaire
57003;3;14;27;67;139;144;188;176;
59666;5;12;30;76;159;150;162;98;
57004;1;;1;2;9;9;15;4;
59665;1;;5;14;31;33;26;1;
59668;2;9;46;115;216;135;86;114;
57006;2;1;15;30;79;129;160;35;
59667;2;1;2;10;23;18;25;10;
60652;2;3;25;52;107;87;85;59;
60651;3;13;46;94;239;161;195;87;
71318;4;10;50;100;171;90;121;180;
71315;1;;1;6;26;16;23;13;
71310;5;134;434;612;684;297;199;342;
57012;46;139;600;725;743;374;234;468;
57013;1;8;31;93;208;304;503;106;
57019;11;33;279;604;451;276;225;274;
60669;12;42;16;24;41;42;72;31;
60668;1;3;9;18;103;78;84;28;
60667;16;101;337;449;340;220;180;204;
60666;8;15;58;70;95;89;133;49;
60665;46;51;157;330;301;193;132;112;
60664;1;2;5;39;64;39;39;29;
57017;3;15;44;127;222;217;245;35;
60662;1;2;7;29;61;37;53;36;
60661;3;14;47;81;124;61;37;39;
71309;3;9;67;205;278;169;196;178;
69007;5;23;107;176;261;283;273;121;
71328;3;12;19;41;58;70;79;89;
69006;10;76;315;491;592;364;363;446;
69005;1;1;14;14;59;48;76;11;
71326;3;3;10;31;57;54;55;104;
71327;3;1;4;23;38;43;48;47;
71325;3;9;31;70;142;140;130;127;
69009;30;101;346;524;744;492;466;212;
69008;2;2;8;28;58;72;78;44;
71323;1;1;5;13;17;18;19;72;
57021;3;14;47;80;145;194;226;78;
57022;4;17;34;66;159;126;127;32;
71321;1;;8;14;19;15;32;23;
45092;1;4;19;66;134;146;236;86;
60679;1;2;5;11;19;14;8;11;
45091;1;4;9;20;25;24;47;60;
60678;4;9;39;83;139;94;94;32;
57025;1;;3;9;33;53;87;23;
57026;3;5;37;74;105;85;133;74;
60676;1;3;12;55;99;80;51;35;
60675;1;1;10;34;47;41;44;16;
57028;3;6;26;47;111;153;232;38;
45098;4;18;73;196;332;318;476;154;
45097;3;6;39;105;131;123;114;204;
45099;4;1;8;24;61;43;74;36;
60670;37;57;168;330;509;445;431;131;
69003;17;49;177;252;220;149;237;120;
45093;19;22;72;216;314;231;214;100;
71319;5;5;26;65;108;75;60;83;
45095;7;63;73;159;279;169;187;221;
69018;12;40;138;215;210;129;206;260;
95306;281;306;681;1072;978;581;460;458;
69017;1;13;24;24;61;70;97;53;
70006;2;9;35;118;182;139;191;223;
95308;7;11;12;22;25;44;100;22;
95309;1;2;12;14;14;19;26;17;
71336;7;10;62;213;399;312;313;122;
95303;1;6;8;13;9;16;35;10;
70005;1;;1;12;14;15;18;21;
71333;6;2;16;49;169;128;121;33;
69019;118;217;894;1219;1303;849;627;463;
57032;29;104;400;579;637;291;239;204;
57033;1;1;5;13;38;62;92;28;
71332;1;3;13;21;52;48;72;97;
57034;1;;;4;3;4;4;5;
95301;4;5;18;24;26;21;36;38;
45080;1;3;1;16;43;42;53;33;
60689;4;1;15;57;87;116;266;65;
57038;52;126;481;907;892;396;305;348;
60686;2;14;57;140;294;224;187;24;
57039;45;13;56;133;220;211;244;35;
60685;4;4;22;71;126;61;83;16;
45087;14;50;172;325;396;220;252;417;
60684;101;168;373;670;656;301;179;168;
69010;61;169;445;694;650;392;300;381;
45086;2;1;3;16;34;29;33;14;
45089;16;35;182;458;1180;699;869;231;
60682;2;11;26;27;36;52;148;53;
60681;2;5;21;28;45;43;62;27;
45083;14;36;132;262;261;150;155;357;
60680;1;3;16;40;67;41;78;18;
69014;1;8;25;39;110;124;86;70;
45082;62;131;436;968;842;514;711;541;
69013;5;15;61;275;420;334;337;100;
45085;18;36;105;237;254;132;134;335;
45084;2;2;12;34;58;43;54;55;
33090;210;78;177;385;743;460;403;179;
69029;961;645;1737;2223;1021;396;358;586;
70018;1;1;4;13;60;50;80;16;
69028;15;72;215;297;420;481;894;149;
69027;77;56;308;429;381;274;310;107;
71348;1;;3;7;22;13;16;39;
71346;2;6;47;133;294;134;114;133;
45079;1;2;7;13;27;12;9;42;
33098;1;2;7;24;61;40;80;23;
57043;1;6;24;59;178;181;185;31;
71342;188;306;892;1225;1062;558;557;730;
33099;2;7;60;153;381;363;531;105;
33096;21;120;394;812;1171;592;429;128;
71340;6;9;49;141;208;136;130;152;
33097;22;36;89;143;308;275;273;3264;
57046;2;5;17;42;108;100;100;171;
33095;20;14;23;119;202;141;118;166;
57041;11;34;128;240;296;182;147;96;
33093;2;3;7;34;79;76;93;38;
57042;1;1;27;40;75;47;82;64;
57047;4;6;18;33;110;117;148;34;
60698;1;;18;24;35;23;16;16;
57049;55;53;356;623;485;231;342;204;
60695;8;23;77;101;109;112;198;119;
69021;9;23;85;146;235;224;245;146;
45075;55;98;373;807;1180;623;554;334;
45077;1;6;23;49;87;42;57;74;
60692;1;;2;12;13;12;19;18;
69024;8;42;144;260;389;381;542;210;
69023;4;8;30;54;136;162;215;96;
45073;1;3;14;42;55;45;63;99;
69022;2;2;12;22;65;63;59;38;
08218;2;7;45;120;191;141;151;185;
08216;1;1;5;3;35;30;51;17;
08214;3;4;12;20;64;54;58;72;
08212;1;4;2;16;55;50;74;27;
08209;1;;7;31;57;49;47;18;
08207;1;;4;13;22;24;37;70;
08200;2;;1;10;17;19;28;16;
71505;1;1;2;9;10;4;13;35;
71502;1;2;15;49;183;199;202;50;
57205;8;9;58;162;310;301;304;102;
57206;32;49;262;550;658;359;338;129;
57207;4;28;410;979;290;182;230;147;
57208;2;5;8;50;130;164;216;76;
57201;4;;7;23;52;97;132;24;
57202;1;1;9;31;88;154;216;38;
57209;9;21;162;541;764;427;364;192;
45227;2;5;28;63;132;111;153;131;
45226;1;3;28;74;159;104;144;92;
45229;10;51;135;289;327;190;180;237;
45228;4;9;28;80;137;102;130;181;
21256;1;;2;6;35;30;47;7;
45223;14;11;7;28;34;37;40;53;
45222;11;36;79;103;163;114;157;222;
21253;1;;;8;14;23;20;36;
45224;12;38;150;432;547;339;367;182;
33241;3;5;27;38;52;51;71;35;
33242;1;3;9;15;69;63;105;59;
33240;57;177;357;564;739;410;418;573;
33249;98;411;1210;1422;647;170;103;346;
33248;5;14;40;153;336;255;249;132;
33245;1;1;13;18;69;77;150;44;
08276;1;5;14;42;99;72;95;52;
33243;175;369;906;1400;988;495;495;664;
08275;1;1;3;9;19;19;30;27;
08273;1;;;1;5;7;20;8;
45216;3;1;9;7;8;18;14;21;
45215;1;1;7;18;26;15;27;45;
45218;1;1;2;11;13;13;21;31;
45217;1;;1;9;10;18;32;16;
45212;2;9;40;92;176;113;141;133;
21265;1;5;8;38;90;79;115;34;
45213;1;10;22;64;65;55;72;157;
45219;1;2;4;9;23;18;25;21;
33238;23;99;272;624;1099;1015;1220;231;
33236;51;166;389;693;964;800;993;7642;
33237;4;2;7;20;84;103;116;48;
33234;14;50;70;185;287;249;594;102;
33233;8;17;52;116;269;270;279;101;
08263;1;2;18;61;213;123;64;31;
08264;1;1;6;32;57;55;59;31;
21261;6;9;8;36;65;60;85;28;
45210;1;3;24;70;100;62;71;120;
08262;3;4;17;53;59;61;52;38;
08260;1;;7;35;60;51;88;25;
21237;1;1;2;3;8;9;23;32;
45206;2;2;11;25;29;25;43;26;
45201;1;2;2;7;23;21;23;38;
45200;2;;29;71;158;136;206;137;
21232;2;5;5;11;27;14;30;42;
45203;58;98;330;621;757;415;522;292;
21231;6268;3586;7734;8643;4493;1860;1552;4028;
45202;1;6;13;46;144;90;105;36;
33220;6;23;35;88;148;113;114;59;
45209;1;1;7;18;36;25;46;32;
45208;174;341;948;987;397;160;156;596;
33227;103;399;764;950;856;483;425;578;
33228;1;6;9;27;69;73;100;21;
33225;5;10;64;126;224;221;268;101;
33226;6;84;93;136;258;169;227;139;
08298;5;11;39;102;209;159;184;58;
33221;2;4;16;73;119;110;159;77;
33222;1;2;10;25;75;61;95;39;
08297;1;1;5;2;21;17;54;12;
08295;1;1;1;4;7;27;35;9;
33229;59;138;411;578;962;705;738;1304;
21249;1;5;16;31;81;70;76;64;
21247;3;8;26;69;97;55;72;106;
21242;1;2;4;16;35;24;27;2;
33216;1;;;9;19;19;26;6;
33214;75;148;258;433;574;513;483;6741;
08289;2;;12;29;56;63;66;34;
33213;75;49;133;226;354;320;675;171;
33210;1;;5;14;29;10;40;30;
08281;4;3;;31;57;42;61;51;
33218;5;8;28;75;211;171;168;101;
33219;10;18;50;51;309;274;281;58;
21210;1;5;11;31;58;51;62;80;
33205;2;4;22;63;136;115;217;107;
33206;4;1;12;37;67;43;63;19;
33203;46;104;187;331;502;402;388;1935;
33204;1;2;12;21;68;64;88;35;
33202;10;12;22;104;199;139;130;148;
33200;31;219;827;934;1101;682;642;212;
33207;2;10;66;231;752;573;537;97;
33208;2;6;35;74;128;95;127;238;
21225;1;1;5;12;10;16;17;20;
21223;2;14;27;57;74;118;337;38;
21222;1;;5;11;15;8;15;17;
08229;2;;2;4;17;11;24;11;
21229;3;;2;6;6;11;17;25;
08222;3;23;62;124;267;186;146;174;
08256;1;;1;3;7;12;20;16;
08254;1;5;9;42;64;59;51;50;
08251;1;1;1;8;10;5;6;11;
21202;1;2;9;11;12;14;22;35;
21201;1;1;9;17;27;18;38;28;
21200;3;12;35;67;156;105;134;47;
21209;1;14;35;53;186;153;305;26;
08247;1;1;1;5;8;14;25;9;
08248;3;3;5;31;66;73;85;38;
08242;6;7;14;44;73;37;31;56;
70149;2;3;5;37;64;86;96;20;
69159;4;17;58;147;319;404;522;126;
95445;5;17;25;34;57;69;71;24;
70145;1;;4;14;35;38;84;10;
71479;6;9;50;130;280;176;139;139;
95446;18;26;79;108;132;143;264;108;
95447;3;6;11;17;17;9;29;18;
57175;1;;5;4;19;27;41;302;
57176;2;2;20;58;135;191;298;54;
71475;26;62;192;566;1041;449;420;196;
57177;32;78;124;290;376;266;205;247;
71472;1;2;6;23;27;21;27;115;
57171;2;4;16;53;110;106;133;37;
57179;2;5;18;67;171;208;253;44;
82135;2;5;13;49;168;169;121;43;
82137;3;8;29;39;61;67;59;170;
45186;1;3;17;49;59;44;50;71;
69153;2;2;19;30;51;88;226;37;
82131;9;21;74;95;168;177;215;252;
69152;194;155;435;642;549;177;90;233;
82132;6;20;36;97;119;129;141;146;
45188;2;12;45;132;244;225;294;97;
69151;1;9;30;65;120;158;207;78;
82133;1;2;2;4;12;8;11;31;
45187;14;38;151;320;384;220;233;313;
82134;16;74;189;357;708;521;396;285;
45182;2;6;35;92;118;121;172;178;
69157;7;63;138;291;539;490;535;238;
45181;1;1;3;3;3;3;16;8;
69156;3;9;38;84;208;230;424;88;
45184;2;1;8;21;56;33;57;75;
69154;12;19;82;118;209;233;311;87;
82130;4;;5;8;13;21;36;60;
69169;1;1;14;30;64;67;91;93;
45179;2;9;43;176;411;255;306;150;
70157;1;1;8;17;52;36;46;41;
45178;2;13;44;151;197;109;109;139;
95436;1;17;32;56;208;178;108;20;
57186;1;5;8;18;72;117;146;50;
95430;14;40;131;282;331;313;299;82;
33198;5;36;69;136;200;137;132;156;
71486;14;117;432;1013;1302;675;511;641;
33195;2;12;49;71;158;115;142;130;
57188;1;1;2;15;36;48;66;73;
71483;1;3;6;13;64;37;68;45;
70154;1;1;6;24;30;31;46;27;
71484;2;3;44;99;174;128;133;167;
33193;19;29;86;109;188;175;172;2051;
71481;1;14;31;59;124;111;133;81;
33194;1;2;17;30;90;66;101;66;
33192;1130;343;812;834;766;499;608;369;
71480;1;5;18;49;71;59;76;180;
82129;3;;1;4;12;19;22;21;
69160;1;6;25;63;101;98;159;205;
82124;11;39;179;137;421;442;434;87;
82125;31;63;166;340;818;608;512;238;
33199;75;170;523;755;982;698;797;1290;
82126;2;7;16;60;183;159;168;80;
82127;3;3;11;11;82;101;119;67;
45175;3;1;24;61;121;134;216;74;
69164;1;;7;17;50;36;30;148;
69163;4;18;118;190;326;267;421;98;
82121;283;622;1805;2239;2642;1669;1753;1519;
45177;3;1;8;11;35;21;19;16;
69162;1;6;41;62;140;152;176;141;
69161;21;7;23;41;64;44;48;116;
82123;13;8;60;83;131;122;115;49;
45171;1;4;21;59;60;45;63;102;
69168;5;9;61;112;115;85;203;53;
69167;1;6;10;15;65;51;72;33;
45173;33;66;228;349;511;323;433;237;
69166;4;4;6;15;17;29;36;36;
69165;2;4;23;40;117;121;127;104;
70168;1;8;25;56;80;65;61;65;
45167;1;2;33;68;208;159;210;76;
21198;1;1;4;12;33;24;21;35;
45169;26;85;316;615;1014;791;896;217;
70169;3;;4;12;16;25;29;32;
71499;34;37;184;470;702;350;213;316;
33186;2;5;39;49;78;81;114;140;
33187;8;21;73;110;156;111;132;72;
71497;11;9;33;97;268;237;211;67;
33184;2;2;6;18;61;61;77;40;
57199;4;3;25;44;47;62;114;18;
71494;2;;12;31;74;55;53;28;
33185;4;25;71;86;204;163;260;78;
70165;2;23;17;29;57;37;83;53;
71495;2;11;31;52;99;85;72;110;
33182;1;5;16;38;88;88;118;106;
57193;2;5;48;131;309;201;193;35;
33183;2;1;16;40;169;152;137;51;
33180;1;;4;13;15;15;34;19;
71490;2;1;5;41;110;98;130;81;
71491;4;1;33;90;162;99;133;90;
95462;3;1;2;27;32;19;44;35;
69171;14;46;128;223;232;180;163;140;
69170;9;16;48;57;98;114;117;47;
82158;1;1;;7;15;22;27;15;
33189;2;2;4;30;40;49;65;27;
45164;3;3;12;40;76;62;75;62;
69175;8;15;83;92;184;206;253;86;
82153;4;;4;10;27;18;39;39;
21196;1;3;23;80;138;68;91;36;
82155;19;35;76;159;213;182;210;640;
21194;2;7;26;74;124;93;93;34;
69172;2;10;18;21;63;76;122;58;
69179;5;20;94;170;419;413;441;74;
69178;2;8;29;45;83;79;76;40;
82150;2;3;11;45;81;98;118;42;
21191;4;1;10;25;91;93;105;29;
69177;5;9;38;88;179;231;244;70;
82151;2;4;8;34;40;41;75;121;
21190;1;2;2;12;46;46;67;19;
45161;2;5;13;45;89;82;101;117;
69176;7;44;162;220;422;392;472;159;
95456;8;18;14;49;56;58;58;30;
45156;1;1;15;45;67;54;79;59;
95459;3;5;11;41;66;62;75;25;
33175;3;4;8;29;73;80;103;98;
95452;2;21;37;37;93;79;79;18;
33176;4;6;5;13;35;49;47;28;
33173;1;1;3;12;21;17;37;21;
70177;1;6;19;57;92;45;71;52;
33174;5;7;34;50;106;84;197;92;
33171;1;1;;5;21;17;44;13;
70171;3;2;27;108;178;120;108;72;
95450;303;29;32;59;84;112;296;143;
33179;6;37;95;155;425;279;301;151;
69181;2;;5;6;19;17;27;43;
33177;9;10;56;164;300;248;295;241;
69180;2;2;4;14;27;32;28;19;
82148;3;8;28;43;90;71;97;213;
82149;20;15;44;94;233;204;204;153;
45153;3;8;11;39;73;49;97;89;
82142;3;2;23;55;131;155;184;50;
45155;38;143;363;785;646;267;231;589;
69184;1;5;50;49;112;109;100;60;
45154;2;2;17;79;241;175;227;46;
69189;19;43;179;287;187;100;156;177;
69188;2;4;19;50;92;75;88;61;
69187;1;1;16;35;58;78;80;57;
82141;3;1;13;28;68;45;71;41;
82170;2;1;4;22;62;75;95;58;
21179;1;3;8;16;69;91;138;19;
45146;23;73;315;656;960;585;565;416;
95489;1;12;13;36;42;57;95;24;
45145;18;36;133;319;533;260;300;385;
21177;3;2;2;9;17;21;33;31;
45148;3;6;51;130;224;126;147;172;
45147;102;190;590;1223;905;422;251;272;
33164;7;8;17;58;210;200;189;60;
33165;23;89;181;149;285;203;325;138;
33162;58;325;1097;1191;868;356;318;228;
95487;42;249;601;525;314;145;63;117;
33163;1;;8;17;48;35;63;13;
95488;157;329;693;768;741;471;363;226;
33160;1;3;6;20;82;61;85;83;
33161;6;7;16;48;96;70;100;66;
95480;38;45;179;261;609;411;583;236;
33168;4;4;15;33;67;55;84;67;
82179;6;23;78;192;327;197;200;229;
08199;4;2;22;37;90;82;82;39;
33166;1;1;8;19;72;44;60;28;
69191;14;46;155;236;233;239;1187;307;
33167;88;142;521;1039;845;263;132;218;
69190;1;9;48;79;155;191;291;49;
08197;1;;1;3;2;3;11;17;
45142;15;29;127;251;409;288;409;171;
69197;4;9;41;117;232;216;259;93;
45141;1;2;6;19;12;17;15;46;
69196;1;5;12;39;68;67;68;40;
82176;1;2;10;21;74;95;120;58;
08195;1;3;6;16;39;31;37;20;
45144;1;5;11;55;118;110;148;40;
21172;1;;6;9;43;38;26;21;
69194;18;68;138;250;269;368;1434;241;
82178;1;1;10;21;65;82;129;26;
21171;91;131;297;602;418;200;249;139;
82172;2;3;5;29;45;27;35;152;
69199;81;252;697;1061;586;131;53;216;
82173;1;5;24;64;166;108;105;58;
08192;1;;1;5;13;7;12;13;
69198;1;3;10;32;59;95;108;46;
82174;1;1;6;13;31;38;33;15;
45139;1;4;8;15;57;51;76;55;
08190;33;108;424;781;811;451;376;706;
45134;3;10;36;90;166;121;152;78;
45137;3;7;12;42;105;82;65;50;
21187;1;;4;6;7;23;21;44;
70197;1;7;8;41;81;82;100;57;
33154;10;12;57;163;262;180;193;166;
95476;87;182;349;552;437;383;396;149;
70198;5;10;47;121;153;106;116;81;
33159;3;22;66;101;235;148;143;190;
33157;6;3;7;17;79;79;90;19;
33158;1;2;3;3;18;30;49;15;
82169;5;15;69;110;256;261;274;152;
08188;2;7;24;95;145;108;95;74;
45131;1;1;10;27;37;40;52;60;
82164;1;1;4;8;17;13;16;35;
45130;3;2;16;56;140;117;129;45;
82165;2;1;3;16;43;73;68;41;
08185;41;55;184;420;430;178;149;435;
21182;1;1;3;4;11;;17;18;
82160;1;;6;8;24;26;50;22;
08183;2;5;38;72;129;117;95;71;
82161;4;29;50;147;552;409;312;99;
21180;1;1;3;3;19;19;15;5;
45127;5;33;91;274;418;250;235;286;
82190;7;55;226;344;621;411;390;325;
82191;2;8;10;27;49;43;44;131;
45129;1;14;60;150;233;96;108;276;
21156;1;2;1;7;4;4;4;15;
45126;3;2;37;98;269;225;428;92;
21154;58;143;479;713;575;324;304;547;
33142;2;2;6;49;216;181;193;40;
33143;6;13;73;126;334;250;207;72;
33140;12;144;246;543;620;356;332;149;
33146;4;6;30;125;278;197;199;81;
33147;1;1;10;11;58;54;60;18;
33144;2;3;13;45;96;83;104;46;
21150;1;2;8;20;38;26;57;97;
45121;3;6;30;48;66;39;35;133;
82194;3;4;35;77;162;123;157;43;
82195;3;3;6;22;96;75;130;41;
45119;3;2;27;102;353;204;210;55;
82180;3;2;7;21;47;60;84;49;
21169;3;1;2;5;17;9;36;20;
82181;2;3;4;10;22;18;31;16;
21168;1;;1;4;5;6;3;16;
21167;2;;2;7;17;16;17;3;
45112;1;2;8;26;42;35;37;32;
21166;20;183;501;927;559;201;87;224;
45115;21;135;228;431;458;301;323;562;
33131;2;1;1;5;25;25;30;22;
33130;2;3;13;28;97;119;154;31;
95492;2;6;5;8;5;4;6;5;
95493;2;4;6;7;22;8;11;13;
33139;1;;;3;7;8;17;14;
33138;57;187;458;711;1121;755;760;401;
95491;79;141;512;870;789;453;455;148;
33135;1;2;1;3;15;11;19;8;
33134;2;5;7;15;37;26;32;33;
21164;1;2;6;12;15;7;19;37;
82186;42;185;274;470;725;421;368;462;
82187;2;5;18;43;127;80;75;242;
45110;2;4;11;19;32;27;33;42;
82189;3;1;13;41;85;79;101;76;
82182;2;2;10;28;40;28;55;99;
82183;1;2;6;12;19;26;44;53;
82184;1;5;6;26;81;94;121;54;
57100;31;1;;3;11;17;26;7;
57106;9;7;155;364;475;364;254;302;
57102;2;7;78;162;467;307;317;61;
57104;3;2;20;31;96;114;210;29;
71416;1;3;21;36;69;72;70;69;
71417;6;17;75;111;137;85;92;244;
71415;1;1;4;6;15;17;23;29;
71413;1;4;12;38;120;92;83;49;
71410;1;2;12;46;113;75;87;87;
71411;1;;1;9;19;20;22;39;
57110;2;1;6;14;39;51;65;28;
57111;1;1;2;24;93;51;55;14;
57117;1;2;2;16;58;70;68;13;
57118;1;;3;1;10;25;29;7;
57119;3;3;13;56;91;145;201;52;
71409;2;1;4;26;40;35;36;80;
71408;1;1;2;9;36;47;68;32;
69106;1;3;9;34;66;92;238;29;
69105;4;23;15;38;92;105;138;41;
71428;3;8;10;27;93;82;74;74;
69104;1;5;12;33;47;37;56;92;
69103;2;8;28;50;84;101;118;106;
71426;1;2;11;26;36;39;57;30;
69109;1;;18;39;81;85;134;68;
71424;1;2;11;15;27;27;21;46;
69107;1;7;42;79;126;87;97;111;
71422;1;;4;8;23;21;45;18;
71420;2;8;40;126;315;229;209;91;
57123;10;35;92;186;443;373;329;159;
57124;4;17;91;174;260;263;279;141;
69102;3;3;13;34;86;80;83;25;
69100;36;91;434;752;932;675;613;254;
71419;6;36;88;181;280;153;218;274;
69117;6;7;74;95;185;278;561;184;
71438;1;3;13;34;73;47;74;88;
69116;95;33;165;231;188;176;570;167;
71439;1;1;6;20;112;79;74;27;
69115;8;22;193;412;535;371;346;119;
71436;3;23;20;100;139;72;71;42;
70107;1;2;9;18;36;58;46;25;
69118;6;26;76;182;329;232;185;96;
70103;1;;2;13;22;26;26;20;
57132;30;45;90;172;240;192;247;188;
57134;6;12;70;87;207;214;248;54;
57137;1;1;6;18;70;84;114;9;
69112;19;99;329;428;450;547;817;133;
69111;1;4;12;36;46;52;101;39;
69110;1;16;49;93;191;186;190;145;
71449;1;1;1;5;12;8;14;8;
69127;39;47;159;212;257;228;399;212;
70116;2;4;9;36;104;68;61;28;
69126;2;2;9;14;54;59;133;33;
71447;1;2;6;8;20;36;48;29;
69125;1;5;18;45;60;92;150;34;
71448;1;7;27;79;196;158;139;49;
70113;1;;5;6;18;11;22;19;
71445;25;98;223;540;839;493;364;264;
70112;1;1;1;15;38;20;17;67;
71443;1;4;17;53;179;168;221;66;
71444;1;4;23;46;169;101;131;22;
57143;19;103;200;424;481;275;156;303;
71442;3;19;56;151;223;124;122;154;
57144;9;38;159;344;457;258;225;160;
70111;1;;2;13;20;30;49;14;
71440;4;6;22;35;56;29;38;153;
57140;2;2;6;13;35;59;99;8;
57146;1;1;5;14;66;98;103;20;
57149;1;;1;6;18;21;45;7;
69120;2;4;16;27;63;49;74;72;
69124;1;4;19;33;35;60;59;67;
69123;18690;11613;25003;24959;13892;6167;5494;17464;
70109;1;2;1;9;31;43;43;16;
69122;1;4;34;78;143;185;324;78;
69121;25;44;133;202;293;185;237;75;
69139;1;10;35;129;148;132;148;125;
70128;1;1;4;13;44;44;59;12;
95427;271;181;379;527;383;200;138;201;
70127;1;;4;4;9;14;17;30;
95428;249;276;587;1020;659;337;499;408;
69137;1;4;11;26;35;36;60;31;
69136;6;7;51;131;341;330;349;84;
71456;1;2;29;96;244;179;245;99;
95424;39;160;598;1082;799;275;158;147;
71455;1;2;5;11;16;17;22;51;
95426;34;67;137;156;145;151;468;78;
57153;6;23;47;114;186;205;342;60;
70120;16;27;124;301;481;334;347;244;
57155;4;14;39;88;304;310;374;87;
70122;14;13;42;97;189;173;225;489;
71450;2;;1;12;10;14;11;28;
57156;2;2;33;87;136;120;133;18;
95422;1;5;14;18;36;28;53;24;
82117;10;30;39;126;168;143;154;332;
82113;10;10;37;72;136;131;142;183;
57159;7;53;73;328;588;280;263;129;
82115;14;35;53;96;220;196;173;268;
82116;1;;4;13;30;12;27;54;
69131;9;28;131;216;305;326;350;107;
69130;2;2;7;14;21;18;34;48;
82110;1;4;13;49;103;116;153;64;
82111;3;6;7;29;28;40;34;64;
82112;36;79;260;367;589;438;449;385;
69135;7;19;78;124;207;197;205;420;
69133;5;36;194;236;358;367;605;156;
69149;276;392;1316;1630;921;378;235;483;
69148;4;16;66;115;166;235;360;87;
71469;1;1;9;33;31;42;36;98;
71468;1;3;23;35;116;84;102;56;
70136;1;1;1;24;60;59;53;14;
71463;1;1;7;14;62;52;87;87;
57165;1;1;7;22;45;90;126;28;
70130;5;5;11;10;34;30;53;37;
70133;2;2;3;16;25;19;42;28;
70132;1;;8;29;85;52;100;40;
57160;22;52;247;605;745;429;292;247;
57161;2;;2;;3;12;27;10;
57163;3;12;60;120;265;286;377;427;
45191;79;156;471;709;896;536;534;487;
82102;3;;7;16;27;31;41;44;
82103;1;;;5;13;12;16;6;
82105;3;3;30;47;151;110;173;115;
45197;1;4;14;78;161;140;209;36;
69142;122;226;761;1125;565;212;193;506;
45196;9;10;33;83;166;140;185;81;
69141;22;81;359;500;595;579;538;177;
69140;2;8;36;68;143;202;300;76;
82101;1;11;32;65;158;123;125;77;
45193;8;10;60;129;214;197;325;95;
95409;18;29;112;92;95;88;75;52;
69145;1;1;22;41;100;93;112;74;
45194;2;7;48;138;328;227;331;85;
69143;130;220;675;1138;666;316;286;333;
08319;1;3;2;21;35;20;63;38;
08315;2;;2;1;8;4;10;9;
08316;5;5;31;97;150;97;71;79;
08311;28;36;96;227;318;163;179;192;
08312;1;;1;5;9;19;34;13;
21304;1;;9;12;28;20;43;60;
21302;2;2;2;8;26;10;10;21;
21309;2;1;3;10;18;9;6;27;
08302;5;40;119;237;290;171;151;244;
07008;1;2;40;70;183;165;143;65;
07009;2;11;78;105;164;96;81;133;
07006;3;1;6;29;19;15;14;139;
07007;1;10;27;67;93;87;94;199;
07005;2;18;42;104;161;132;146;203;
07002;2;2;12;27;60;66;63;76;
08331;1;6;14;56;104;66;51;25;
08328;21;54;311;708;782;402;250;382;
08326;1;1;4;4;15;11;25;34;
08327;3;20;108;200;380;167;118;46;
08321;1;1;4;12;25;14;28;32;
57305;1;2;3;16;37;30;78;11;
57306;61;131;366;723;863;369;346;300;
57300;1;1;9;6;36;36;45;75;
57303;1;2;19;51;74;46;65;27;
57315;2;;4;11;47;95;109;25;
57316;2;4;3;23;61;81;147;21;
57312;2;;;13;28;46;107;15;
57319;1;2;2;11;43;46;97;15;
57329;1;1;2;14;43;48;64;20;
57323;23;90;363;574;803;673;827;328;
57325;1;1;14;35;91;98;132;139;
45348;3;4;17;35;69;72;114;115;
44016;1;3;14;38;156;110;75;33;
45347;1;3;17;58;84;71;98;80;
21379;1;2;10;10;23;23;17;58;
44019;3;7;9;42;99;98;108;37;
44018;14;155;360;533;864;725;738;139;
19057;2;5;12;33;65;55;56;238;
44013;6;9;67;184;405;322;281;73;
19056;1;3;22;46;54;39;38;126;
44012;20;39;196;284;392;248;251;2307;
19059;1;5;8;17;63;50;34;74;
44015;53;134;412;767;1115;862;789;387;
45346;6;37;70;183;238;160;242;175;
44014;13;14;83;243;397;352;345;106;
45345;1;6;29;69;133;105;133;76;
32031;1;;;7;18;25;21;24;
33362;12;7;14;76;174;121;129;55;
33363;9;40;51;187;495;466;550;114;
33360;3;1;4;14;41;29;43;33;
19054;1;3;13;14;28;24;21;43;
32030;2;;2;3;6;20;25;22;
19050;1;2;12;24;53;39;52;100;
07068;2;4;14;32;62;85;59;90;
33366;54;257;552;837;968;620;592;268;
07069;3;8;21;52;68;74;65;144;
32036;1;4;9;26;82;72;95;75;
33367;2;1;8;20;35;50;66;31;
07066;6;28;115;219;388;337;247;207;
32033;1;;1;5;8;9;22;40;
32034;2;;;;6;4;16;5;
07064;14;32;198;344;424;257;183;491;
21373;4;5;17;42;97;65;112;43;
07065;1;5;8;21;26;24;28;110;
21370;1;2;7;12;85;79;127;9;
44010;29;77;192;267;385;260;246;2643;
08391;4;8;29;62;135;87;78;62;
44006;4;18;79;158;204;185;207;742;
44005;20;68;195;480;878;628;531;288;
45336;1;8;30;77;114;67;89;99;
44007;8;25;97;245;290;210;210;254;
45338;39;44;239;784;1011;506;400;381;
44002;3;25;84;196;472;375;355;88;
19067;1;1;9;12;17;25;38;117;
44001;8;12;54;157;240;173;206;106;
45332;1;15;54;140;209;115;152;215;
21386;1;5;12;35;26;32;36;68;
45335;1;4;18;74;247;194;233;91;
19069;1;2;5;15;15;20;20;78;
