Date;Code_region;Filiere;Injection_quot
2022-03-01;84;Nucléaire;259595.95
2022-04-11;28;Thermique non renouvelable;0.0
2022-03-01;44;Nucléaire;154521.52
2022-04-12;27;Solaire;258.2755
2022-03-01;32;Bioénergies;462.138
2022-04-12;32;Bioénergies;484.536
2022-03-01;32;Thermique non renouvelable;21896.16
2022-04-12;32;Thermique non renouvelable;0.0
2022-03-01;32;Thermique non renouvelable;700.1085
2022-04-12;28;Nucléaire;117431.4
2022-03-01;75;Solaire;1333.762
2022-04-12;75;Hydraulique;10558.005
2022-03-01;93;Solaire;328.2765
2022-04-12;76;Eolien;4644.8506
2022-03-02;84;Eolien;71.979
2022-04-12;76;Eolien;645.907
2022-03-02;24;Nucléaire;233404.02
2022-04-13;32;Bioénergies;536.049
2022-03-02;44;Nucléaire;154449.9
2022-04-13;32;Nucléaire;96337.44
2022-03-02;32;Eolien;470.2775
2022-04-13;75;Thermique non renouvelable;0.0
2022-03-02;32;Thermique non renouvelable;22037.285
2022-04-13;93;Hydraulique;19861.908
2022-03-02;75;Solaire;430.286
2022-04-14;24;Solaire;313.967
2022-03-02;75;Thermique non renouvelable;0.0
2022-04-14;28;Nucléaire;120541.22
2022-03-02;93;Solaire;298.72
2022-04-14;75;Solaire;1958.8225
2022-03-02;93;Solaire;205.856
2022-04-15;24;Nucléaire;145433.48
2022-03-03;84;Nucléaire;254003.86
2022-04-15;44;Hydraulique;21392.363
2022-03-03;24;Nucléaire;232696.08
2022-04-15;44;Nucléaire;121017.984
2022-03-03;44;Hydraulique;17309.195
2022-04-15;44;Solaire;812.574
2022-03-03;75;Thermique non renouvelable;0.0
2022-04-15;32;Nucléaire;100343.47
2022-03-03;93;Solaire;343.249
2022-04-15;28;Nucléaire;118983.15
2022-03-04;27;Hydraulique;2169.9155
2022-04-15;28;Thermique non renouvelable;0.0
2022-03-04;44;Nucléaire;154617.7
2022-04-15;93;Solaire;491.516
2022-03-04;44;Solaire;679.404
2022-04-16;84;Eolien;931.958
2022-03-04;75;Nucléaire;87215.3
2022-04-16;84;Eolien;223.4465
2022-03-04;76;Eolien;3305.105
2022-04-16;84;Nucléaire;173968.66
2022-03-04;93;Hydraulique;11980.994
2022-04-16;27;Hydraulique;825.065
2022-03-04;93;Solaire;328.981
2022-04-16;44;Eolien;545.03
2022-03-05;84;Hydraulique;62591.13
2022-04-16;32;Bioénergies;541.839
2022-03-05;27;Hydraulique;3978.3506
2022-04-16;32;Nucléaire;82216.53
2022-03-05;44;Hydraulique;13906.828
2022-04-16;75;Nucléaire;40703.152
2022-03-05;44;Nucléaire;154114.7
2022-04-16;76;Hydraulique;23540.18
2022-03-05;44;Solaire;659.2895
2022-04-16;93;Eolien;215.764
2022-03-05;44;Solaire;543.5515
2022-04-16;93;Solaire;561.013
2022-03-05;28;Nucléaire;180098.4
2022-04-17;84;Eolien;218.8725
2022-03-05;76;Eolien;423.8965
2022-04-17;84;Hydraulique;47277.574
2022-03-05;76;Eolien;604.312
2022-04-17;53;Thermique non renouvelable;0.0
2022-03-05;93;Hydraulique;9726.502
2022-04-17;75;Hydraulique;7957.5996
2022-03-06;24;Solaire;219.2345
2022-04-17;93;Solaire;460.5115
2022-03-06;32;Bioénergies;521.79
2022-04-17;93;Solaire;538.6025
2022-03-06;75;Nucléaire;83915.484
2022-04-18;84;Hydraulique;49547.22
2022-03-06;76;Hydraulique;21756.871
2022-04-18;24;Nucléaire;139804.28
2022-03-07;44;Eolien;751.816
2022-04-18;24;Solaire;260.5185
2022-03-07;76;Hydraulique;46257.12
2022-04-18;44;Hydraulique;18182.812
2022-03-07;93;Hydraulique;10598.156
2022-04-18;44;Solaire;701.2145
2022-03-07;93;Thermique non renouvelable;20623.508
2022-04-18;32;Nucléaire;82033.07
2022-03-08;84;Hydraulique;74989.27
2022-04-18;11;Thermique non renouvelable;0.0
2022-03-08;24;Nucléaire;223905.89
2022-04-18;28;Nucléaire;98699.36
2022-03-08;44;Nucléaire;154229.6
2022-04-18;75;Solaire;1251.4855
2022-03-08;44;Solaire;739.0265
2022-04-19;27;Hydraulique;1108.4764
2022-03-08;44;Thermique non renouvelable;47768.47
2022-04-19;24;Nucléaire;154104.75
2022-03-08;32;Thermique non renouvelable;698.4335
2022-04-19;44;Solaire;650.4305
2022-03-08;11;Thermique non renouvelable;7829.52
2022-04-19;44;Thermique non renouvelable;23309.623
2022-03-08;76;Eolien;688.6345
2022-04-19;75;Thermique non renouvelable;0.0
2022-03-08;76;Eolien;297.9365
2022-04-19;76;Eolien;353.3925
2022-03-09;44;Nucléaire;151848.52
2022-03-09;44;Solaire;544.4155
2022-03-09;32;Eolien;317.2405
2022-03-09;76;Eolien;560.4645
2022-03-10;84;Nucléaire;258652.33
2022-03-10;24;Eolien;596.2935
2022-03-10;44;Eolien;264.0035
2022-03-10;44;Solaire;543.6585
2022-03-10;32;Thermique non renouvelable;458.2455
2022-03-10;75;Hydraulique;8830.247
2022-03-10;75;Thermique non renouvelable;367.809
2022-03-10;93;Solaire;210.0055
2022-03-11;84;Hydraulique;40617.586
2022-03-11;27;Hydraulique;1665.544
2022-03-11;44;Hydraulique;13571.853
2022-03-11;44;Solaire;623.1815
2022-03-11;44;Thermique non renouvelable;32435.217
2022-03-11;32;Bioénergies;461.718
2022-03-11;32;Eolien;5691.535
2022-03-11;11;Thermique non renouvelable;5404.2046
2022-03-11;75;Thermique non renouvelable;115.167
2022-03-12;27;Solaire;42.849
2022-03-12;24;Solaire;77.2275
2022-03-12;44;Hydraulique;15044.551
2022-03-12;44;Nucléaire;121349.76
2022-03-12;44;Solaire;276.918
2022-03-12;32;Thermique non renouvelable;430.396
2022-03-12;11;Bioénergies;316.7765
2022-03-12;11;Thermique non renouvelable;5328.6934
2022-03-12;76;Hydraulique;17913.525
2022-03-12;93;Eolien;358.2195
2022-03-13;84;Nucléaire;221132.75
2022-03-13;44;Solaire;151.614
2022-03-13;28;Nucléaire;178561.64
2022-03-13;75;Nucléaire;53711.176
2022-03-13;75;Thermique non renouvelable;0.0
2022-03-13;76;Eolien;2911.1306
2022-03-13;76;Hydraulique;22658.248
2022-03-14;84;Eolien;185.373
2022-03-14;75;Hydraulique;11621.443
2022-03-14;93;Solaire;256.545
2022-03-15;44;Solaire;55.974
2022-03-15;32;Thermique non renouvelable;22963.965
2022-03-15;75;Solaire;1085.127
2022-03-15;75;Thermique non renouvelable;0.0
2022-03-15;76;Eolien;1311.2004
2022-03-16;84;Hydraulique;73866.58
2022-03-16;84;Nucléaire;221174.78
2022-03-16;44;Solaire;207.0015
2022-03-16;32;Eolien;130.925
2022-03-16;93;Bioénergies;937.2085
2022-03-16;93;Hydraulique;14526.506
2022-03-16;93;Thermique non renouvelable;29954.09
2022-03-17;44;Solaire;304.7795
2022-03-17;32;Nucléaire;77908.18
2022-03-17;11;Bioénergies;371.4315
2022-03-17;11;Thermique non renouvelable;5359.404
2019-05-01;44;Eolien;20.996
2022-03-17;75;Thermique non renouvelable;0.0
2019-05-01;44;Hydraulique;19698.027
2022-03-18;44;Nucléaire;122573.08
2019-05-01;44;Nucléaire;189125.95
2022-03-18;44;Solaire;329.397
2019-05-01;32;Thermique non renouvelable;0.0
2022-03-18;11;Bioénergies;373.007
2019-05-01;11;Thermique non renouvelable;0.0
2022-03-19;84;Thermique non renouvelable;0.0
2019-05-01;75;Hydraulique;7552.931
2022-03-19;24;Eolien;1888.1794
2019-05-01;75;Solaire;1829.8475
2022-03-19;24;Solaire;285.742
2019-05-01;75;Thermique non renouvelable;0.0
2022-03-19;44;Nucléaire;122134.06
2019-05-01;76;Eolien;64.4835
2022-03-19;32;Eolien;1867.269
2019-05-01;76;Nucléaire;51306.844
2022-03-19;32;Eolien;6030.6543
2019-05-01;93;Bioénergies;1056.182
2022-03-19;75;Hydraulique;6758.9756
2019-05-01;93;Thermique non renouvelable;1460.72
2022-03-19;75;Solaire;1267.0465
2019-05-02;44;Nucléaire;193445.47
2022-03-19;75;Thermique non renouvelable;0.0
2019-05-02;28;Nucléaire;165709.25
2022-03-19;76;Eolien;952.8125
2019-05-03;84;Nucléaire;208679.67
2022-03-19;76;Eolien;109.735
2019-05-03;27;Hydraulique;835.69
2022-03-20;27;Solaire;189.979
2019-05-03;24;Nucléaire;207024.55
2022-03-20;44;Thermique non renouvelable;44469.305
2019-05-03;24;Solaire;235.068
2022-03-20;76;Eolien;3794.1025
2019-05-03;44;Thermique non renouvelable;27022.85
2022-03-20;76;Hydraulique;29290.32
2019-05-03;11;Thermique non renouvelable;0.0
2022-03-20;93;Solaire;123.6255
2019-05-03;75;Nucléaire;135806.72
2022-03-21;84;Eolien;945.189
2022-03-21;84;Eolien;198.6795
2022-03-21;24;Solaire;279.477
2022-03-21;44;Hydraulique;13268.046
2022-03-21;32;Eolien;666.3305
2022-03-21;32;Nucléaire;61775.06
2022-03-21;75;Hydraulique;7839.476
2022-03-21;75;Solaire;1339.2574
2022-03-21;76;Eolien;1276.421
2022-03-22;44;Nucléaire;122268.09
2022-03-22;32;Eolien;72.8995
2022-03-22;93;Thermique non renouvelable;30466.76
2022-03-23;84;Hydraulique;52156.574
2022-03-23;24;Solaire;302.376
2022-03-23;44;Solaire;825.883
2022-03-23;75;Thermique non renouvelable;0.0
2022-03-23;76;Eolien;3639.615
2022-03-23;76;Hydraulique;32140.637
2022-03-23;93;Solaire;536.4865
2022-03-24;27;Solaire;289.8055
2022-03-24;44;Thermique non renouvelable;50645.66
2022-03-24;32;Nucléaire;61903.594
2022-03-24;75;Thermique non renouvelable;0.0
2022-03-24;76;Eolien;1907.0135
2022-03-24;76;Eolien;198.792
2022-03-24;93;Solaire;537.51
2022-03-25;27;Hydraulique;1104.9005
2022-03-25;24;Eolien;1472.5074
2022-03-25;24;Nucléaire;155300.72
2022-03-25;44;Solaire;587.221
2022-03-25;32;Bioénergies;586.353
2022-03-25;75;Thermique non renouvelable;0.0
2022-03-25;76;Eolien;1465.4015
2022-03-25;93;Solaire;524.3875
2022-03-25;93;Thermique non renouvelable;29933.428
2022-03-26;84;Hydraulique;33233.81
2022-03-26;24;Solaire;309.728
2022-03-26;44;Eolien;481.2385
2022-03-26;44;Solaire;829.338
2022-03-26;32;Eolien;3890.005
2022-03-26;28;Nucléaire;111843.18
2022-03-26;28;Thermique non renouvelable;0.0
2022-03-26;93;Solaire;0.0
2022-03-27;32;Eolien;748.968
2022-03-27;32;Eolien;1988.7285
2022-03-27;28;Nucléaire;116553.28
2022-03-27;75;Nucléaire;61583.246
2022-03-27;75;Solaire;1495.283
2022-03-28;84;Eolien;90.0605
2022-03-28;24;Solaire;235.2625
2022-03-28;44;Solaire;552.0205
2022-03-28;75;Hydraulique;7465.3574
2022-03-28;76;Hydraulique;30632.523
2022-03-29;32;Thermique non renouvelable;21627.162
2022-03-29;75;Nucléaire;65910.41
2022-03-29;75;Solaire;487.1445
2022-03-29;76;Eolien;1159.2655
2022-03-29;76;Hydraulique;36409.227
2022-03-29;93;Hydraulique;13551.897
2022-03-30;27;Hydraulique;778.2055
2022-03-30;44;Eolien;36.4195
2022-03-30;32;Eolien;45.813
2022-03-30;32;Nucléaire;60676.14
2022-03-30;32;Thermique non renouvelable;21830.684
2022-03-30;28;Nucléaire;119944.8
2022-03-31;84;Eolien;473.9555
2022-03-31;27;Solaire;86.092
2022-03-31;32;Bioénergies;574.959
2020-02-14;76;Eolien;3163.628
2022-03-31;75;Hydraulique;9867.422
2020-02-14;93;Hydraulique;46661.758
2022-03-31;76;Hydraulique;36015.543
2020-02-15;27;Hydraulique;2370.6956
2022-04-01;84;Nucléaire;236374.38
2020-02-15;28;Nucléaire;121983.484
2022-04-01;32;Bioénergies;482.703
2020-02-15;93;Bioénergies;959.3195
2022-04-01;32;Eolien;1863.837
2020-02-16;84;Eolien;309.352
2022-04-01;32;Nucléaire;61031.707
2020-02-16;32;Eolien;2458.895
2022-04-01;75;Hydraulique;12702.112
2020-02-16;11;Thermique non renouvelable;0.0
2022-04-01;75;Solaire;1470.6525
2020-02-16;76;Nucléaire;37871.04
2022-04-01;76;Eolien;4948.8755
2020-02-16;93;Thermique non renouvelable;1921.555
2022-04-02;84;Nucléaire;236189.47
2020-02-17;32;Eolien;2306.828
2022-04-02;24;Nucléaire;121738.06
2020-02-17;32;Nucléaire;106913.88
2022-04-02;44;Solaire;313.7185
2020-02-18;44;Eolien;1193.163
2022-04-02;44;Solaire;139.437
2020-02-18;44;Solaire;192.1765
2022-04-02;32;Eolien;249.308
2020-02-18;11;Thermique non renouvelable;0.0
2022-04-02;32;Nucléaire;61334.79
2020-02-18;75;Thermique non renouvelable;360.696
2022-04-02;32;Thermique non renouvelable;23387.953
2020-02-18;76;Eolien;386.0185
2022-04-02;32;Thermique non renouvelable;0.0
2020-02-19;84;Nucléaire;251447.98
2022-04-02;76;Eolien;1114.9855
2020-02-19;32;Thermique non renouvelable;714.651
2022-04-03;44;Hydraulique;14675.426
2020-02-19;75;Thermique non renouvelable;368.301
2022-04-03;44;Thermique non renouvelable;35760.902
2020-02-19;76;Eolien;1680.603
2022-04-03;32;Eolien;1132.9885
2020-02-19;76;Eolien;3509.4546
2022-04-03;75;Solaire;1213.3805
2020-02-19;93;Hydraulique;45958.06
2022-04-03;76;Eolien;445.113
2020-02-20;84;Nucléaire;240353.06
2022-04-03;93;Solaire;324.7735
2020-02-20;32;Eolien;611.121
2022-04-04;84;Hydraulique;79661.445
2020-02-20;32;Thermique non renouvelable;706.733
2022-04-04;44;Hydraulique;15679.72
2020-02-20;93;Hydraulique;44951.727
2022-04-04;44;Nucléaire;122373.086
2020-02-20;93;Thermique non renouvelable;19589.389
2022-04-04;32;Bioénergies;518.664
2020-02-21;84;Nucléaire;233495.83
2022-04-04;75;Hydraulique;16272.123
2020-02-21;27;Hydraulique;2248.9565
2022-04-04;76;Eolien;218.512
2020-02-21;32;Thermique non renouvelable;716.76
2022-04-05;84;Hydraulique;64234.613
2020-02-21;28;Thermique non renouvelable;1274.1575
2022-04-05;84;Nucléaire;235943.58
2020-02-21;76;Hydraulique;40653.254
2022-04-05;27;Hydraulique;627.034
2020-02-22;84;Thermique non renouvelable;0.0
2022-04-05;44;Eolien;753.2515
2020-02-22;75;Solaire;1337.9985
2022-04-05;32;Nucléaire;59639.066
2020-02-22;93;Solaire;448.4115
2022-04-05;75;Solaire;1470.101
2020-02-23;27;Hydraulique;1495.8265
2022-04-05;76;Hydraulique;35625.832
2020-02-23;32;Eolien;667.7055
2022-04-06;84;Nucléaire;235920.08
2020-02-23;32;Thermique non renouvelable;702.691
2022-04-06;44;Thermique non renouvelable;36299.156
2020-02-23;76;Eolien;640.464
2022-04-06;32;Bioénergies;434.838
2020-02-23;93;Solaire;433.908
2022-04-06;32;Eolien;669.311
2020-02-24;84;Eolien;160.217
2022-04-07;84;Nucléaire;235490.05
2020-02-24;84;Hydraulique;73386.97
2022-04-07;44;Solaire;1.2755
2020-02-24;44;Solaire;157.679
2022-04-07;32;Eolien;2661.856
2020-02-24;75;Hydraulique;9338.734
2022-04-07;75;Hydraulique;9085.509
2020-02-24;93;Solaire;409.03
2022-04-07;75;Nucléaire;65754.18
2020-02-24;93;Solaire;456.492
2022-04-07;93;Eolien;141.264
2020-02-25;44;Hydraulique;21152.63
2022-04-08;27;Hydraulique;1230.1685
2020-02-25;93;Solaire;293.3495
2022-04-08;44;Eolien;786.174
2020-02-26;84;Hydraulique;106007.49
2022-04-08;75;Thermique non renouvelable;0.0
2020-02-26;84;Nucléaire;253421.14
2022-04-09;44;Nucléaire;121991.21
2019-05-03;76;Eolien;567.2035
2020-02-26;27;Hydraulique;5023.266
2022-04-09;32;Bioénergies;426.213
2019-05-03;93;Solaire;401.159
2020-02-26;44;Solaire;154.0695
2022-04-09;32;Eolien;1820.7686
2019-05-04;84;Thermique non renouvelable;0.0
2020-02-26;93;Eolien;254.9615
2022-04-09;32;Nucléaire;78948.85
2019-05-04;27;Solaire;95.278
2020-02-26;93;Hydraulique;43333.58
2022-04-09;28;Nucléaire;90944.57
2019-05-04;44;Hydraulique;20048.973
2020-02-27;24;Solaire;81.934
2022-04-09;28;Thermique non renouvelable;0.0
2019-05-04;11;Thermique non renouvelable;0.0
2020-02-27;44;Thermique non renouvelable;35072.33
2022-04-09;75;Solaire;1943.026
2019-05-04;75;Hydraulique;7334.276
2020-02-27;32;Nucléaire;87485.4
2022-04-09;52;Thermique non renouvelable;0.0
2019-05-04;76;Eolien;587.091
2020-02-27;75;Nucléaire;158004.14
2022-04-09;93;Hydraulique;19201.463
2019-05-05;84;Eolien;350.0145
2020-02-27;75;Thermique non renouvelable;368.007
2022-04-10;24;Nucléaire;144511.61
2019-05-05;27;Solaire;270.759
2020-02-27;93;Solaire;58.1415
2022-04-10;44;Solaire;879.6825
2019-05-05;24;Eolien;1264.012
2020-02-28;27;Hydraulique;4112.0645
2022-04-10;52;Thermique non renouvelable;0.0
2019-05-05;44;Nucléaire;186216.56
2020-02-28;44;Hydraulique;23648.445
2022-04-10;93;Solaire;485.0145
2019-05-05;76;Hydraulique;17031.514
2020-02-28;32;Eolien;1657.32
2022-04-11;84;Hydraulique;62762.168
2019-05-06;84;Hydraulique;74456.93
2020-02-28;32;Thermique non renouvelable;22734.434
2022-04-11;24;Eolien;1313.6475
2019-05-06;84;Nucléaire;205840.02
2020-02-28;11;Thermique non renouvelable;0.0
2022-04-11;32;Bioénergies;445.893
2019-05-06;32;Thermique non renouvelable;0.0
2020-02-28;28;Nucléaire;152975.48
2022-04-11;32;Eolien;1859.934
2019-05-06;11;Thermique non renouvelable;0.0
2020-02-29;27;Hydraulique;2625.953
2022-04-11;32;Eolien;4336.9575
2019-05-06;75;Hydraulique;9031.43
2020-02-29;24;Eolien;2349.9094
2022-04-11;11;Thermique non renouvelable;0.0
2019-05-06;75;Thermique non renouvelable;0.0
2020-02-29;44;Solaire;159.937
2022-04-11;52;Thermique non renouvelable;0.0
2019-05-07;27;Solaire;296.101
2020-02-29;32;Eolien;807.912
2022-04-11;93;Solaire;270.8575
2019-05-07;44;Hydraulique;21543.836
2020-02-29;32;Nucléaire;112504.48
2022-04-12;44;Solaire;787.3115
2019-05-07;28;Nucléaire;186976.34
2020-02-29;11;Thermique non renouvelable;0.0
2022-04-12;44;Solaire;562.8885
2019-05-07;75;Thermique non renouvelable;0.0
2020-02-29;75;Solaire;517.4115
2022-04-12;75;Nucléaire;65012.418
2019-05-07;93;Hydraulique;28125.682
2020-02-29;76;Eolien;1555.9055
2022-04-12;76;Eolien;1414.666
2019-05-08;84;Eolien;349.117
2020-02-29;52;Thermique non renouvelable;0.0
2022-04-12;76;Hydraulique;29123.871
2019-05-08;28;Thermique non renouvelable;0.0
2020-02-29;93;Solaire;63.3945
2022-04-12;93;Solaire;374.3985
2019-05-08;75;Hydraulique;7027.879
2020-02-29;93;Solaire;30.1015
2022-04-13;24;Nucléaire;133222.8
2019-05-08;76;Hydraulique;22073.418
2020-03-01;27;Solaire;71.253
2022-04-13;24;Solaire;196.3675
2019-05-08;93;Solaire;147.926
2020-03-01;44;Eolien;1510.8715
2022-04-13;44;Solaire;568.822
2019-05-09;44;Eolien;1337.6295
2020-03-01;32;Nucléaire;118599.24
2022-04-13;32;Thermique non renouvelable;20627.535
2019-05-09;32;Thermique non renouvelable;0.0
2020-03-01;75;Hydraulique;14218.546
2022-04-13;76;Hydraulique;35709.383
2019-05-09;75;Nucléaire;135101.6
2020-03-01;75;Thermique non renouvelable;38.391
2022-04-13;93;Solaire;498.943
2019-05-09;76;Nucléaire;56970.055
2020-03-01;76;Hydraulique;22758.188
2022-04-14;84;Eolien;61.2085
2019-05-10;11;Thermique non renouvelable;0.0
2020-03-01;52;Thermique non renouvelable;0.0
2022-04-14;84;Hydraulique;62225.355
2019-05-10;75;Solaire;1287.0975
2020-03-01;93;Hydraulique;40635.906
2022-04-14;44;Nucléaire;120360.984
2019-05-10;75;Thermique non renouvelable;7.716
2020-03-02;53;Thermique non renouvelable;870.178
2022-04-14;11;Thermique non renouvelable;0.0
2019-05-11;44;Nucléaire;144479.6
2020-03-02;44;Hydraulique;24114.781
2022-04-14;76;Eolien;864.95
2019-05-11;75;Thermique non renouvelable;0.0
2020-03-02;44;Solaire;67.3
2022-04-14;93;Thermique non renouvelable;26527.271
2019-05-11;76;Eolien;3910.25
2020-03-02;28;Nucléaire;155466.03
2022-04-15;84;Eolien;340.7155
2019-05-11;76;Hydraulique;25639.314
2020-03-02;75;Solaire;809.238
2022-04-15;84;Eolien;58.886
2019-05-11;93;Solaire;395.07
2020-03-03;93;Solaire;319.0095
2022-04-15;84;Hydraulique;56023.88
2020-03-04;27;Solaire;97.207
2022-04-15;27;Hydraulique;1438.2645
2020-03-04;44;Eolien;409.701
2022-04-15;75;Nucléaire;65130.074
2020-03-04;32;Eolien;662.604
2022-04-15;76;Hydraulique;24378.828
2020-03-04;32;Thermique non renouvelable;21954.13
2022-04-15;93;Hydraulique;18349.467
2020-03-04;93;Solaire;243.965
2022-04-15;93;Solaire;458.281
2020-03-05;84;Nucléaire;213970.14
2022-04-16;84;Hydraulique;54905.965
2020-03-05;53;Thermique non renouvelable;0.0
2022-04-16;27;Solaire;351.036
2020-03-05;24;Solaire;92.514
2022-04-16;24;Eolien;905.64
2020-03-05;44;Solaire;38.125
2022-04-16;44;Solaire;698.747
2020-03-05;44;Thermique non renouvelable;34160.367
2022-04-16;28;Thermique non renouvelable;0.0
2020-03-05;75;Thermique non renouvelable;0.0
2022-04-16;93;Hydraulique;18774.965
2020-03-05;76;Eolien;1367.387
2022-04-16;93;Solaire;468.9275
2020-03-05;76;Eolien;2927.3064
2022-04-17;84;Thermique non renouvelable;0.0
2020-03-05;76;Hydraulique;53881.656
2022-04-17;44;Eolien;383.8325
2020-03-06;44;Thermique non renouvelable;28948.305
2022-04-17;44;Nucléaire;110304.984
2020-03-06;32;Eolien;1522.6785
2022-04-17;44;Solaire;970.8575
2020-03-06;28;Nucléaire;154551.45
2022-04-17;32;Eolien;1718.7264
2020-03-06;76;Eolien;4497.1924
2022-04-17;32;Nucléaire;81927.0
2020-03-06;93;Solaire;384.1285
2022-04-17;75;Thermique non renouvelable;0.0
2020-03-06;93;Solaire;445.62
2022-04-17;76;Hydraulique;23313.697
2020-03-07;84;Nucléaire;213796.62
2022-04-18;44;Nucléaire;117960.53
2020-03-07;32;Nucléaire;127752.79
2022-04-18;32;Bioénergies;327.234
2020-03-07;75;Hydraulique;22464.555
2022-04-18;28;Thermique non renouvelable;0.0
2020-03-07;76;Eolien;4788.29
2022-04-18;76;Hydraulique;26329.701
2020-03-07;76;Eolien;573.5615
2022-04-18;93;Bioénergies;2056.2224
2020-03-07;93;Thermique non renouvelable;17247.582
2022-04-19;84;Hydraulique;61150.14
2020-03-08;84;Nucléaire;206907.44
2022-04-19;44;Solaire;839.355
2020-03-08;27;Hydraulique;4359.272
2022-04-19;32;Eolien;1313.066
2020-03-08;53;Thermique non renouvelable;0.0
2022-04-19;32;Thermique non renouvelable;20117.85
2020-03-08;44;Solaire;250.0455
2022-04-19;11;Bioénergies;0.0
2020-03-08;32;Eolien;2060.9934
2022-04-19;28;Nucléaire;114557.3
2020-03-08;76;Eolien;650.7015
2022-04-19;75;Nucléaire;64986.035
2020-03-09;44;Solaire;352.8055
2022-04-19;76;Eolien;280.0565
2020-03-09;75;Solaire;961.4575
2022-04-19;76;Eolien;1686.873
2020-03-09;75;Thermique non renouvelable;0.0
2022-04-19;93;Bioénergies;2144.325
2020-03-09;76;Nucléaire;56451.926
2020-06-01;27;Solaire;366.887
2020-03-10;84;Hydraulique;95797.875
2020-06-01;32;Thermique non renouvelable;0.0
2020-03-10;32;Eolien;2295.87
2020-06-01;11;Bioénergies;248.5945
2020-03-10;32;Thermique non renouvelable;696.503
2020-06-01;28;Thermique non renouvelable;0.0
2020-03-10;28;Thermique non renouvelable;1198.473
2020-06-01;75;Nucléaire;91709.33
2020-03-10;76;Eolien;1479.747
2020-06-02;44;Hydraulique;15031.881
2020-03-10;76;Nucléaire;56142.523
2020-06-02;44;Solaire;743.001
2020-03-10;93;Solaire;460.622
2020-06-02;44;Thermique non renouvelable;23032.713
2020-03-11;84;Eolien;71.572
2020-06-02;32;Bioénergies;466.545
2020-03-11;24;Nucléaire;226684.53
2020-06-02;11;Thermique non renouvelable;0.0
2020-03-11;28;Thermique non renouvelable;1172.2695
2020-06-02;28;Nucléaire;114882.95
2020-03-11;76;Hydraulique;35893.69
2020-06-02;75;Solaire;2068.847
2020-03-11;76;Nucléaire;56161.56
2020-06-02;75;Thermique non renouvelable;0.0
2020-03-11;93;Bioénergies;959.7955
2020-06-03;84;Nucléaire;153932.31
2020-03-11;93;Solaire;514.175
2020-06-03;32;Thermique non renouvelable;0.0
2020-03-12;44;Eolien;1093.7725
2020-06-03;75;Thermique non renouvelable;0.0
2020-03-12;44;Hydraulique;25619.709
2020-06-04;32;Bioénergies;451.434
2020-03-12;44;Nucléaire;131416.0
2020-06-04;32;Eolien;116.295
2020-03-12;32;Bioénergies;499.059
2020-06-04;76;Eolien;581.2135
2020-03-12;32;Eolien;720.5105
2020-06-04;93;Thermique non renouvelable;17123.842
2020-03-12;32;Nucléaire;111210.13
2020-06-05;84;Nucléaire;150187.6
2020-03-12;32;Thermique non renouvelable;703.8305
2020-06-05;28;Thermique non renouvelable;0.0
2020-03-12;93;Solaire;427.366
2020-06-05;75;Hydraulique;6443.33
2020-03-13;27;Hydraulique;3906.7024
2020-06-05;75;Nucléaire;95162.73
2020-03-13;44;Eolien;484.984
2020-06-05;75;Thermique non renouvelable;0.0
2020-03-13;28;Nucléaire;119958.5
2020-06-05;76;Eolien;1723.342
2020-03-13;76;Eolien;1150.052
2020-06-05;93;Eolien;231.9005
2020-03-13;76;Eolien;3525.6875
2020-06-05;93;Thermique non renouvelable;2554.41
2020-03-13;93;Bioénergies;962.763
2020-06-06;84;Nucléaire;123719.73
2020-03-14;84;Hydraulique;95138.33
2020-06-06;44;Nucléaire;104678.95
2020-03-14;44;Solaire;156.9195
2020-06-06;75;Nucléaire;70697.64
2020-03-14;93;Solaire;455.7055
2020-06-07;53;Thermique non renouvelable;0.0
2020-03-15;84;Hydraulique;78160.555
2020-06-07;32;Bioénergies;567.267
2020-03-15;53;Thermique non renouvelable;0.0
2020-06-07;32;Eolien;351.096
2020-03-15;32;Eolien;246.036
2020-06-07;28;Nucléaire;112260.28
2020-03-15;75;Hydraulique;13193.529
2020-06-07;28;Thermique non renouvelable;0.0
2020-03-15;93;Bioénergies;992.93
2020-06-07;75;Hydraulique;6048.5303
2020-03-15;93;Hydraulique;37480.78
2020-06-07;75;Nucléaire;70592.42
2020-03-16;24;Nucléaire;232159.05
2020-06-07;76;Eolien;693.055
2020-03-16;44;Solaire;442.564
2020-06-07;93;Hydraulique;49578.07
2020-03-16;75;Solaire;353.504
2020-06-07;93;Solaire;390.6005
2020-03-16;76;Eolien;2118.843
2020-06-07;93;Thermique non renouvelable;4274.809
2020-03-16;76;Eolien;447.0945
2020-06-08;44;Eolien;199.719
2020-03-16;76;Hydraulique;42515.76
2020-06-08;44;Hydraulique;20221.88
2020-03-17;93;Thermique non renouvelable;27004.346
2020-06-08;32;Nucléaire;78455.08
2020-03-18;44;Solaire;344.529
2020-06-08;11;Bioénergies;460.941
2020-03-18;28;Thermique non renouvelable;1129.352
2020-06-08;75;Hydraulique;8402.32
2020-03-18;75;Hydraulique;18237.277
2020-06-08;93;Hydraulique;49309.516
2020-03-18;75;Thermique non renouvelable;0.0
2020-06-08;93;Solaire;457.7985
2020-03-19;44;Nucléaire;135517.4
2020-06-08;93;Solaire;526.01
2020-03-19;32;Bioénergies;725.262
2020-06-08;93;Thermique non renouvelable;19330.242
